group1,group2,meandiff,p-adj,lower,upper,reject
logreg + KMeans_Only,xgboost + Baseline,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + DBSCAN_Only,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + Hierarchical+DBSCAN,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + Hierarchical_Only,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + KMeans+DBSCAN,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + KMeans+Hierarchical,0.0921,0.0,0.0589,0.1253,True
logreg + KMeans_Only,xgboost + KMeans_Only,0.0921,0.0,0.0589,0.1253,True
naive_bayes + All_Clusters,naive_bayes + Baseline,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + DBSCAN_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + Hierarchical+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + Hierarchical_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + KMeans+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + KMeans+Hierarchical,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,naive_bayes + KMeans_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + All_Clusters,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + All_Clusters,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + All_Clusters,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + All_Clusters,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + All_Clusters,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + All_Clusters,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + All_Clusters,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + All_Clusters,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + All_Clusters,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + All_Clusters,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + All_Clusters,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + All_Clusters,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,naive_bayes + DBSCAN_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,naive_bayes + Hierarchical+DBSCAN,0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,naive_bayes + Hierarchical_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,naive_bayes + KMeans+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,naive_bayes + KMeans+Hierarchical,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,naive_bayes + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + Baseline,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Baseline,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + Baseline,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + Baseline,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + Baseline,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + Baseline,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Baseline,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + Baseline,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + Baseline,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Baseline,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Baseline,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Baseline,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,naive_bayes + Hierarchical+DBSCAN,0.0,1.0,-0.0332,0.0332,False
naive_bayes + DBSCAN_Only,naive_bayes + Hierarchical_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + DBSCAN_Only,naive_bayes + KMeans+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + DBSCAN_Only,naive_bayes + KMeans+Hierarchical,0.0,1.0,-0.0332,0.0332,False
naive_bayes + DBSCAN_Only,naive_bayes + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + DBSCAN_Only,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + DBSCAN_Only,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + DBSCAN_Only,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + DBSCAN_Only,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + DBSCAN_Only,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + DBSCAN_Only,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + DBSCAN_Only,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + DBSCAN_Only,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + DBSCAN_Only,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + DBSCAN_Only,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + DBSCAN_Only,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + DBSCAN_Only,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,naive_bayes + Hierarchical_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical+DBSCAN,naive_bayes + KMeans+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical+DBSCAN,naive_bayes + KMeans+Hierarchical,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical+DBSCAN,naive_bayes + KMeans_Only,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical+DBSCAN,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Hierarchical+DBSCAN,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + Hierarchical+DBSCAN,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + Hierarchical+DBSCAN,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + Hierarchical+DBSCAN,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + Hierarchical+DBSCAN,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Hierarchical+DBSCAN,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + Hierarchical+DBSCAN,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + Hierarchical+DBSCAN,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical+DBSCAN,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical+DBSCAN,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical+DBSCAN,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,naive_bayes + KMeans+DBSCAN,-0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical_Only,naive_bayes + KMeans+Hierarchical,0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical_Only,naive_bayes + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + Hierarchical_Only,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Hierarchical_Only,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + Hierarchical_Only,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + Hierarchical_Only,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + Hierarchical_Only,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + Hierarchical_Only,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + Hierarchical_Only,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + Hierarchical_Only,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + Hierarchical_Only,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + Hierarchical_Only,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + Hierarchical_Only,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + Hierarchical_Only,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,naive_bayes + KMeans+Hierarchical,0.0,1.0,-0.0332,0.0332,False
naive_bayes + KMeans+DBSCAN,naive_bayes + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + KMeans+DBSCAN,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + KMeans+DBSCAN,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + KMeans+DBSCAN,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + KMeans+DBSCAN,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + KMeans+DBSCAN,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + KMeans+DBSCAN,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + KMeans+DBSCAN,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + KMeans+DBSCAN,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + KMeans+DBSCAN,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+DBSCAN,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+DBSCAN,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+DBSCAN,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,naive_bayes + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
naive_bayes + KMeans+Hierarchical,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + KMeans+Hierarchical,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + KMeans+Hierarchical,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + KMeans+Hierarchical,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + KMeans+Hierarchical,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
naive_bayes + KMeans+Hierarchical,neural_net + KMeans+DBSCAN,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + KMeans+Hierarchical,neural_net + KMeans+Hierarchical,-0.0009,1.0,-0.0342,0.0323,False
naive_bayes + KMeans+Hierarchical,neural_net + KMeans_Only,0.0027,1.0,-0.0305,0.036,False
naive_bayes + KMeans+Hierarchical,rf + All_Clusters,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + Baseline,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + DBSCAN_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + Hierarchical+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + Hierarchical_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + KMeans+DBSCAN,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + KMeans+Hierarchical,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,rf + KMeans_Only,0.0391,0.0034,0.0059,0.0724,True
naive_bayes + KMeans+Hierarchical,svm + All_Clusters,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + Baseline,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + DBSCAN_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + Hierarchical+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + Hierarchical_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + KMeans+DBSCAN,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + KMeans+Hierarchical,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,svm + KMeans_Only,-0.0031,1.0,-0.0363,0.0301,False
naive_bayes + KMeans+Hierarchical,xgboost + All_Clusters,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + Baseline,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + DBSCAN_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + Hierarchical+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + Hierarchical_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + KMeans+DBSCAN,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + KMeans+Hierarchical,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans+Hierarchical,xgboost + KMeans_Only,0.0954,0.0,0.0621,0.1286,True
naive_bayes + KMeans_Only,neural_net + All_Clusters,0.0035,1.0,-0.0297,0.0367,False
naive_bayes + KMeans_Only,neural_net + Baseline,0.0009,1.0,-0.0323,0.0341,False
naive_bayes + KMeans_Only,neural_net + DBSCAN_Only,0.0042,1.0,-0.029,0.0374,False
naive_bayes + KMeans_Only,neural_net + Hierarchical+DBSCAN,0.0012,1.0,-0.032,0.0344,False
naive_bayes + KMeans_Only,neural_net + Hierarchical_Only,0.0003,1.0,-0.0329,0.0336,False
